year,longitude,latitude,presence,area_km2,protected_km2,eph_km2,biome,ecoregion
2001,96.01826704286002,28.37496562758873,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,92.90877601689529,27.606892991215062,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,94.9768756358165,28.795227081324395,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,94.20381519203447,28.91175811980189,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,95.74151859618493,29.030375795183197,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,95.60976153375883,28.589354591062047,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,93.01704337940099,27.903788957046018,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,94.63247568808531,28.051145530514173,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,93.07605636624093,27.88231121242672,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,92.20785143768407,27.497541049601637,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,94.31590203384052,28.908981340060073,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,95.84085052092772,29.13800687905456,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,95.16987224998581,28.07561719723894,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,94.83748502122607,28.99000149532148,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,95.1800041131875,28.833494032161372,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,95.54179499604498,28.792206049406992,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,95.821771050552,28.470372297684435,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,93.19854958350274,25.474136130981407,1,17373.0,301.0,11724.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests
2001,93.35258707521928,26.503635680515686,1,17373.0,301.0,11724.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests
2001,93.41856811635131,25.440104391280272,1,17373.0,301.0,11724.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests
2001,92.92379310723416,26.307018172220413,1,17373.0,301.0,11724.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests
2001,93.1045493201405,26.37309306670214,1,17373.0,301.0,11724.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests
2001,92.87595566668978,24.97210224532886,1,17373.0,301.0,11724.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests
2001,93.74947211005546,26.40332815854945,1,17373.0,301.0,11724.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests
2001,93.09288684772348,24.983559812281904,1,17373.0,301.0,11724.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests
2001,92.68695562079051,25.45539037391302,1,17373.0,301.0,11724.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests
2001,96.61470408543053,27.435384933384842,1,13095.0,0.0,10788.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,96.92529872963733,27.321151131620613,1,13095.0,0.0,10788.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,96.74957106814215,27.895992171208917,1,13095.0,0.0,10788.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,96.50857553407849,27.434858170495783,1,13095.0,0.0,10788.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,97.04838808208139,27.253972825766205,1,13095.0,0.0,10788.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,96.57753945570478,27.492838410435603,1,13095.0,0.0,10788.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,95.61199245981553,27.11435115992274,1,13095.0,0.0,10788.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,94.29780601506528,26.065867633227732,1,15600.0,0.0,11468.0,Tropical & Subtropical Moist Broadleaf Forests,Mizoram-Manipur-Kachin rain forests
2001,94.4283714331987,26.046544647662603,1,15600.0,0.0,11468.0,Tropical & Subtropical Moist Broadleaf Forests,Mizoram-Manipur-Kachin rain forests
2001,94.15395952521888,25.858128092975537,1,15600.0,0.0,11468.0,Tropical & Subtropical Moist Broadleaf Forests,Mizoram-Manipur-Kachin rain forests
2001,95.08044608901317,25.9769081511514,1,15600.0,0.0,11468.0,Tropical & Subtropical Moist Broadleaf Forests,Mizoram-Manipur-Kachin rain forests
2001,94.11511799358735,26.314387125378747,1,15600.0,0.0,11468.0,Tropical & Subtropical Moist Broadleaf Forests,Mizoram-Manipur-Kachin rain forests
2001,94.43018797237954,26.472126944951537,1,15600.0,0.0,11468.0,Tropical & Subtropical Moist Broadleaf Forests,Mizoram-Manipur-Kachin rain forests
2001,94.44091476214986,26.56797058325006,1,15600.0,0.0,11468.0,Tropical & Subtropical Moist Broadleaf Forests,Mizoram-Manipur-Kachin rain forests
2001,94.93601933524641,26.48608530111324,1,15600.0,0.0,11468.0,Tropical & Subtropical Moist Broadleaf Forests,Mizoram-Manipur-Kachin rain forests
2001,93.3883996975036,25.233769666088662,1,42.0,0.0,32.0,Tropical & Subtropical Moist Broadleaf Forests,Mizoram-Manipur-Kachin rain forests
2001,92.54293630090024,25.613905748429858,1,171.0,0.0,144.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests
2001,77.09943100429969,11.652817146857947,1,6922.0,0.0,4655.0,Tropical & Subtropical Dry Broadleaf Forests,South Deccan Plateau dry deciduous forests
2001,76.60346103068098,11.289482577100115,1,6922.0,0.0,4655.0,Tropical & Subtropical Dry Broadleaf Forests,South Deccan Plateau dry deciduous forests
2001,77.68126503811372,12.244278309032707,1,6922.0,0.0,4655.0,Tropical & Subtropical Dry Broadleaf Forests,South Deccan Plateau dry deciduous forests
2001,74.20441587093387,15.75344266529073,1,25.0,0.0,18.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,76.68669806987995,11.096077821377822,1,4666.0,0.0,3135.0,Tropical & Subtropical Moist Broadleaf Forests,South Western Ghats montane rain forests
2001,76.33994143003889,11.44645493059941,1,4666.0,0.0,3135.0,Tropical & Subtropical Moist Broadleaf Forests,South Western Ghats montane rain forests
2001,74.6708331776177,14.156548140384412,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,74.69322000036261,14.900885672155306,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,74.51958962570299,14.385534934833615,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,75.11151558433374,13.574160324175494,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,74.40027549352918,15.632977582132256,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,75.0092497656599,13.32283990985167,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,74.55427432428671,15.450600758903498,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,74.65708170278023,14.496100195530127,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,75.61071399564322,13.101091998972475,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,74.39706023688586,14.88090823203387,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,74.29747437174034,15.739235745544004,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,75.96034894853868,12.249449660531239,1,25823.0,0.0,17324.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats montane rain forests
2001,76.38145894999786,27.477071744163112,1,2376.0,0.0,1343.0,Tropical & Subtropical Dry Broadleaf Forests,Khathiar-Gir dry deciduous forests
2001,76.6016188851678,26.060798690673938,1,495.0,0.0,266.0,Tropical & Subtropical Dry Broadleaf Forests,Khathiar-Gir dry deciduous forests
2001,77.31693100532824,8.560787277555953,1,1626.0,0.0,1147.0,Tropical & Subtropical Moist Broadleaf Forests,South Western Ghats montane rain forests
2001,76.97674674893717,10.20953757679768,1,8600.0,0.0,6072.0,Tropical & Subtropical Moist Broadleaf Forests,South Western Ghats montane rain forests
2001,77.14648716554193,8.821607720033347,1,8600.0,0.0,6072.0,Tropical & Subtropical Moist Broadleaf Forests,South Western Ghats montane rain forests
2001,77.13880373380796,9.185484715665368,1,8600.0,0.0,6072.0,Tropical & Subtropical Moist Broadleaf Forests,South Western Ghats montane rain forests
2001,77.14617651169853,9.10485960538244,1,8600.0,0.0,6072.0,Tropical & Subtropical Moist Broadleaf Forests,South Western Ghats montane rain forests
2001,84.2060275967566,27.394889051402664,1,931.0,14.0,676.0,Tropical & Subtropical Moist Broadleaf Forests,Himalayan subtropical broadleaf forests
2001,78.34882033922398,30.603807666478353,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,77.89965810730324,30.41811294153382,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,79.92723170137839,29.428979470575726,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,78.16933799386148,30.1127786444322,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,78.68083749080138,29.582926976933376,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,80.23833712827292,29.182052443531205,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,79.17425464530704,30.331687030890972,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,78.50085584863079,30.14695833370949,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,77.80409049830031,30.682891575561275,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,78.43833373918585,30.00404819835397,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,80.04635182061693,29.12390623094218,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,77.90209861379948,30.657743883568887,1,21823.0,0.0,14279.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests
2001,80.76372833589126,28.439988677130078,1,801.0,0.0,480.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Terai-Duar savanna and grasslands
2001,77.50978620595245,22.378429782298895,1,10163.0,0.0,6097.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,77.97917508584335,22.426045528794628,1,10163.0,0.0,6097.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,77.34762599391502,21.992853142060344,1,10163.0,0.0,6097.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,78.51679679073133,22.38602252733819,1,10163.0,0.0,6097.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,78.62804804938268,22.316384341651226,1,10163.0,0.0,6097.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,77.15295396106148,21.712877753590988,1,43.0,0.0,13.0,Tropical & Subtropical Dry Broadleaf Forests,Narmada Valley dry deciduous forests
2001,79.5458193002271,19.538652547483764,1,0.0,0.0,0.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,79.36298661898932,20.134142267243725,1,4202.0,0.0,2578.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,79.23107063400099,20.125414320746504,1,4202.0,0.0,2578.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,78.94777526750418,14.147688127732302,1,8247.0,0.0,5373.0,Deserts & Xeric Shrublands,Deccan thorn scrub forests
2001,79.25380990484835,13.68332672297459,1,8247.0,0.0,5373.0,Deserts & Xeric Shrublands,Deccan thorn scrub forests
2001,79.12704021752008,14.504074768467433,1,8247.0,0.0,5373.0,Deserts & Xeric Shrublands,Deccan thorn scrub forests
2001,79.05378600221036,15.08167843505032,1,8247.0,0.0,5373.0,Deserts & Xeric Shrublands,Deccan thorn scrub forests
2001,78.7970512680306,14.904780979411692,1,8011.0,0.0,5824.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,78.79357751415282,15.03823687115365,1,8011.0,0.0,5824.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,79.6923033906361,16.23196972369176,1,8011.0,0.0,5824.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,78.82791742519883,15.984968723858326,1,8011.0,0.0,5824.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,78.68767433113813,16.046369674912135,1,41.0,0.0,24.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,80.86866235788274,25.1103897715587,1,92.0,0.0,72.0,Tropical & Subtropical Moist Broadleaf Forests,Upper Gangetic Plains moist deciduous forests
2001,81.24037456232153,24.899615857729408,1,7228.0,0.0,3898.0,Tropical & Subtropical Dry Broadleaf Forests,Narmada Valley dry deciduous forests
2001,80.56568733983384,24.84666569690372,1,7228.0,0.0,3898.0,Tropical & Subtropical Dry Broadleaf Forests,Narmada Valley dry deciduous forests
2001,79.30137627701804,24.34142649059824,1,7228.0,0.0,3898.0,Tropical & Subtropical Dry Broadleaf Forests,Narmada Valley dry deciduous forests
2001,80.51587723632417,24.9010271832708,1,7228.0,0.0,3898.0,Tropical & Subtropical Dry Broadleaf Forests,Narmada Valley dry deciduous forests
2001,81.41277517298538,19.38075338901667,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,83.19958464103804,22.759921329771174,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,83.20647743227269,22.8878738442565,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.7427149685827,22.584956644774028,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.27794196762646,17.837861671448465,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.20939087203097,19.63144334365753,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.71002458799421,19.796587431785415,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.8094667950107,19.051488180619724,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.20137057705693,17.978566889230315,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.18557829694205,20.514240782699275,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.89026754554207,20.265827882618805,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.97153674482264,21.918489709432833,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.14940664097752,19.112864490050512,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.38355480089616,18.274489422085875,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.99855396954284,20.4619973839529,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.0103320530921,19.1651580749035,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.97908439731982,18.781242007568906,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.76731386071933,19.709033164596327,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.81709264112718,22.492681942057274,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,81.35647644832898,19.831664978871462,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,82.21082112931276,22.568993033442805,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.65126420239248,18.82070060812308,1,45971.0,0.0,31732.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.31076869794977,18.29602546430031,1,11002.0,0.0,7133.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.15783899564755,18.269187356261337,1,11002.0,0.0,7133.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,79.88264252087322,18.722395099695834,1,11002.0,0.0,7133.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.41537131661069,17.8999379980051,1,11002.0,0.0,7133.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.37017178756636,17.61831104600193,1,11002.0,0.0,7133.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,82.55569583939436,20.53590731236411,1,144.0,0.0,109.0,Tropical & Subtropical Dry Broadleaf Forests,North Deccan dry deciduous forests
2001,79.66580223380122,21.947780752485475,1,12111.0,0.0,8072.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,79.89210592871768,22.221456488436157,1,12111.0,0.0,8072.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.91307553506788,22.22709910380171,1,12111.0,0.0,8072.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.60764787166939,21.824044334215614,1,12111.0,0.0,8072.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,79.20249643237695,21.808432115003626,1,12111.0,0.0,8072.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.41319267788471,22.255426297514667,1,12111.0,0.0,8072.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,80.40523064144334,20.5844007417923,1,14953.0,0.0,10932.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,80.34042438092163,19.586494013482387,1,14953.0,0.0,10932.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,80.17923339820794,20.77666540559602,1,14953.0,0.0,10932.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,80.12849735110838,19.892435822805158,1,14953.0,0.0,10932.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,80.55978056665138,20.592241675301942,1,14953.0,0.0,10932.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,80.49973944518159,20.579080609658376,1,14953.0,0.0,10932.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,80.14090816949545,20.070589266250924,1,14953.0,0.0,10932.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests
2001,84.40540984454395,20.306661255020416,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,84.23553621554908,20.42325449850061,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,83.59472519736913,20.078564286933858,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,84.24481250970085,19.586818413615894,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,83.93883421055385,19.489192958084168,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,83.48003964716993,19.463191188236483,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,84.39488548967581,19.07750312963858,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,84.74801877720411,20.713426889946795,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,84.64523088260616,20.453838201184723,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,83.46532275657066,19.26768681845542,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,83.60516995303378,19.70036250210117,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,84.39925073500092,19.52028738554222,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,83.74213645928214,20.6308945099753,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,83.7465149140737,20.389824174810805,1,28035.0,0.0,17830.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,85.4798005660136,21.076325767473552,1,18747.0,0.0,11349.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,84.36058609787679,21.469598154555904,1,18747.0,0.0,11349.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,85.77139556291652,21.130575209247265,1,18747.0,0.0,11349.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,86.74402881245172,21.436037979162002,1,18747.0,0.0,11349.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,84.50511653507452,21.28781313084294,1,18747.0,0.0,11349.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,84.29264231802107,21.468074036346476,1,18747.0,0.0,11349.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,85.37877872518706,21.457877188602286,1,18747.0,0.0,11349.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,85.67103157113131,21.370251085378445,1,18747.0,0.0,11349.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,86.16224421117798,21.699366604484844,1,18747.0,0.0,11349.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,85.10002036801359,22.11655847696363,1,7793.0,0.0,4855.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,85.01540554374859,22.590539679013673,1,7793.0,0.0,4855.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,85.85880598667057,22.297972581147903,1,7793.0,0.0,4855.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,85.27814261789008,22.58226155600288,1,7793.0,0.0,4855.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests
2001,82.10701019341032,23.483265619746515,1,14787.0,0.0,9928.0,Tropical & Subtropical Dry Broadleaf Forests,Chhota-Nagpur dry deciduous forests
2001,81.79628206624507,23.578439078825017,1,14787.0,0.0,9928.0,Tropical & Subtropical Dry Broadleaf Forests,Chhota-Nagpur dry deciduous forests
